雷总回下私信留言呗，满足下青年努力的目标,good
雷总永远年轻！,good
小米平板7什么时候上市[doge],good
雷总，今天去小米专卖店了，买了一个小米耳机，质量很好呢！下次买手机[打call][打call][打call],good
雷雷有点帅,good
永远追随榜样们的力量～永远热泪盈眶[haha][haha][haha][心][心][心],good
[打call][打call][打call],bad
雷厂长好[打call],good
榜样！[鲜花],middle
偶像wq,good
我有一种错觉，就是和雷总是同龄人[doge],good
[鲜花][鲜花][鲜花],good
雷总晚上好[心],good
[送花花],good
雷总节日快乐[心],good
永远热泪盈眶[哇],good
雷总早上好！,good
榜样[给你小心心][给你小心心][给你小心心],bad
自信人生无限宽广，不断向前的成就，就是对人生最好的奖励。[努力][努力],good
雷总永远年轻,good
雷总依然是青年企业家[心][心][心],good
人因梦想而伟大又因坚持梦想而成长[打call],good
雷总节日快乐[心],good
雷总看看我的视频[单身狗] http://t.cn/A6H7y4K3,good
雷总开课了[doge],good
[good][good],middle
666,middle
[打call][打call][打call],bad
